"Region","Species","Cscore","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"Dakotas","Carex filifolia",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex foenea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex formosa",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Carex garberi",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex gracillima",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex granularis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex gravida",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex grisea",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex hallii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex haydenii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex hookerana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex hystericina",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex inops",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex interior",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex lacustris",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex laeviconica",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex leptalea",10,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"Dakotas","Carex limosa",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex meadii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex molesta",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex nebrascensis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex normalis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex obtusata",8,"multi","fruit","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Carex peckii",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Carex pedunculata",10,"animal",NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Carex pellita",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex pensylvanica",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex praegracilis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex prairea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex pseudocyperus",10,"water","seed","c3","graminoid",NA,"perennial","seed",NA,"herbaceous","low",NA,NA,"low"
"Dakotas","Carex retrorsa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex richardsonii",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex rosea",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex rossii",10,NA,NA,"c3","graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"Dakotas","Carex rostrata",8,"water","seed","c3","graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"Dakotas","Carex sartwellii",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Carex saximontana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex scirpoidea",10,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","high","medium","low","high"
"Dakotas","Carex scoparia",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex simulata",10,NA,NA,NA,"graminoid","slow","perennial",NA,"no","herbaceous","medium","medium","medium","medium"
"Dakotas","Carex sparganioides",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex sprengelii",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex sterilis",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Carex stipata",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex stricta",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex sychnocephala",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex tenera",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex tetanica",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex torreyi",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex tribuloides",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex vallicola",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex vesicaria",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex viridula",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex vulpinoidea",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Carex xerantica",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Castilleja miniata",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Castilleja sessiliflora",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Catabrosa aquatica",9,"water","seed","c3","graminoid",NA,"perennial",NA,NA,"herbaceous","low",NA,NA,"low"
"Dakotas","Caulophyllum thalictroides",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Ceanothus herbaceus",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Celastrus scandens",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Celtis occidentalis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cenchrus longispinus",0,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cerastium arvense",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cerastium brachypodum",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cerastium nutans",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Ceratophyllum demersum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Chaenactis douglasii",9,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","medium","low","low","medium"
"Dakotas","Chamaecrista fasciculata",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Chamaerhodos erecta",6,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Chamerion angustifolium",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cheilanthes feei",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Chenopodium berlandieri",0,NA,"fruit","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Chenopodium desiccatum",5,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Chenopodium fremontii",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Chenopodium incanum",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Chenopodium rubrum",2,"water","seed","c3","forb","fast","annual","seed","no","herbaceous","low","low","medium","low"
"Dakotas","Chenopodium simplex",5,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Chenopodium standleyanum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Chenopodium strictum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Chenopodium subglabrum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Chimaphila umbellata",10,NA,"seed","c3","woody","slow","perennial",NA,"no","woody","high","high","low","high"
"Dakotas","Chloris verticillata",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cicuta bulbifera",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cicuta maculata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cinna arundinacea",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cinna latifolia",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Circaea alpina",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Circaea canadensis",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cirsium altissimum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cirsium canescens",8,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cirsium flodmanii",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cirsium muticum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cirsium undulatum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Clematis ligusticifolia",7,"wind",NA,"c3","vine","moderate","perennial",NA,"yes","woody","medium","medium","low","medium"
"Dakotas","Clematis virginiana",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Collinsia parviflora",10,NA,NA,NA,"forb","fast","annual",NA,"no","herbaceous","high","low","low","high"
"Dakotas","Collomia linearis",5,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Comandra umbellata",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Commelina erecta",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Conyza canadensis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Conyza ramosissima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Corallorhiza maculata",8,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Corallorhiza striata",9,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Corallorhiza trifida",10,"multi","seed",NA,"forb",NA,"perennial",NA,NA,"herbaceous","medium",NA,NA,"medium"
"Dakotas","Coreopsis palmata",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Coreopsis tinctoria",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cornus canadensis",10,"animal",NA,"c3","shrub","slow","perennial",NA,"yes","herbaceous","high","high","low","high"
"Dakotas","Cornus drummondii ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cornus foemina",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cornus sericea",5,"animal","fruit","c3","shrub",NA,"perennial",NA,NA,"woody",NA,NA,NA,NA
"Dakotas","Corydalis aurea",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Corydalis micrantha",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Corylus americana",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Corylus cornuta",8,"animal",NA,"c3","woody","moderate","perennial",NA,"yes","woody","high","medium","low","high"
"Dakotas","Crataegus chrysocarpa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Crataegus mollis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Crataegus succulenta",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Crepis occidentalis",8,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"Dakotas","Crepis runcinata",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Crocanthemum bicknellii ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Crotalaria sagittalis",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Croton texensis",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cryptantha cana",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cryptantha celosioides",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cryptantha cinerea var. jamesii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cryptantha fendleri",4,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cryptantha torreyana",6,"animal",NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cryptotaenia canadensis",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cuscuta cephalanthi",6,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cuscuta coryli",10,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cuscuta cuspidata",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cuscuta glomerata",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cuscuta gronovii",4,"water","seed","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cuscuta indecora",0,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cuscuta pentagona",5,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cuscuta polygonorum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cuscuta umbrosa",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cyclachaena xanthiifolia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cycloloma atriplicifolium",1,"wind",NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cymopterus glomeratus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cymopterus montanus",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cynoglossum virginianum var. boreale",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cyperus acuminatus",2,NA,NA,NA,"graminoid","fast",NA,NA,"no","herbaceous","medium","low","low","medium"
"Dakotas","Cyperus bipartitus",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cyperus diandrus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cyperus erythrorhizos",2,NA,NA,NA,"graminoid","fast","annual",NA,"no","herbaceous","low","low","low","low"
"Dakotas","Cyperus esculentus",0,"human","fruit","c4","forb","fast","perennial",NA,"no","herbaceous","low","low","low","low"
"Dakotas","Cyperus lupulinus",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cyperus odoratus",4,"water",NA,"c4","forb","moderate",NA,NA,"no","herbaceous","low","low","medium","low"
"Dakotas","Cyperus schweinitzii",5,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cyperus squarrosus",2,"wind",NA,"c4","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cyperus strigosus",3,NA,NA,NA,"forb","moderate","perennial",NA,"no","herbaceous","low","medium","low","low"
"Dakotas","Cypripedium calceolus",10,"human","seed","c3","forb",NA,"perennial","seed and vegetative",NA,"herbaceous","low",NA,NA,"low"
"Dakotas","Cypripedium candidum",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cypripedium reginae",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Cystopteris bulbifera",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Cystopteris fragilis",8,NA,"spore","c3","forb",NA,"perennial",NA,NA,"herbaceous","high",NA,NA,"high"
"Dakotas","Dactylorhiza viridis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dalea aurea",8,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dalea candida",8,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Dalea cylindriceps",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dalea enneandra",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dalea leporina",2,NA,NA,"c3","forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dalea purpurea ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dalea villosa",8,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Danthonia spicata",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Dasiphora fruticosa",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Delphinium bicolor",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Delphinium carolinianum ssp. virescens",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Deschampsia cespitosa",9,"water","seed","c3","graminoid","moderate","perennial","seed and vegetative","no","herbaceous","low","medium","high","low"
"Dakotas","Descurainia incana",1,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Desmanthus illinoensis",5,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","low","low","low","low"
"Dakotas","Desmodium canadense",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Desmodium glutinosum",4,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Diaperia prolifera",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Diaperia prolifera ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Diarrhena americana",10,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Dicentra cucullaria",10,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Dichanthelium acuminatum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dichanthelium leibergii",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dichanthelium linearifolium",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dichanthelium oligosanthes",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dichanthelium wilcoxianum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Diervilla lonicera",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dieteria canescens",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Distichlis spicata",2,NA,NA,"c4","graminoid","slow","perennial",NA,"no","herbaceous","low","medium","high","low"
"Dakotas","Doellingeria umbellata ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Draba nemorosa",1,"wind","seed","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Draba reptans",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dracocephalum parviflorum",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Drosera rotundifolia",10,"water","seed","c3","forb",NA,"perennial","seed and vegetative",NA,"herbaceous","low",NA,NA,"low"
"Dakotas","Drymocallis arguta",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dryopteris carthusiana ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dryopteris cristata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dryopteris filix-mas",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dulichium arundinaceum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Dyssodia papposa",0,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Echinacea angustifolia",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Echinochloa muricata",0,NA,"fruit","c3","graminoid",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Echinocystis lobata",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Echinodorus berteroi",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Elaeagnus commutata",5,"animal","fruit","c3","shrub","fast","perennial",NA,"yes","woody","low","medium","low","low"
"Dakotas","Elatine americana",0,NA,NA,NA,"forb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Elatine rubella",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis acicularis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis compressa",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis erythropoda",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis macrostachya",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis obtusa",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis palustris",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis parvula",10,"animal","fruit","c3","graminoid","moderate","perennial","vegetative","no","herbaceous","low","medium","medium","low"
"Dakotas","Eleocharis quinqueflora",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis rostellata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Eleocharis wolfii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Ellisia nyctelea",0,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Elodea bifoliata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Elodea canadensis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Elodea nuttallii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Elymus canadensis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Elymus caninus",6,"water","seed","c3","graminoid",NA,"perennial","seed",NA,"herbaceous","medium",NA,NA,"medium"
"Dakotas","Elymus diversiglumis",8,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Elymus elymoides ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Elymus glaucus",10,"animal",NA,"c3","forb","fast","perennial",NA,"no","herbaceous","high","medium","medium","high"
"Dakotas","Elymus lanceolatus",7,NA,NA,"c3","graminoid",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Elymus villosus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Elymus virginicus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Epilobium brachycarpum",3,NA,"seed","c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"Dakotas","Epilobium campestre",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Epilobium ciliatum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dakotas","Epilobium coloratum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
